work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size
2025,Intermediate,FT,Data Scientist,119040,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,119076,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,119113,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119226,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119300,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,119500,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,119500,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,119500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119600,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119600,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,119684,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119700,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,119700,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119700,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,119700,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119700,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119700,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,119752,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,119795,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,119800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Executive,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Executive,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Executive,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120100,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120100,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120275,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120460,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120500,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120700,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,120750,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120750,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120800,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120800,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120800,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,120925,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,120980,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,121000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121300,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,121400,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,121400,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121400,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,121400,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,121400,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,121400,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121400,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,121500,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,121550,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121600,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,121600,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121600,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121680,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121680,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,121900,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,121900,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,121956,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,121971,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,121971,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,122000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,122200,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,122200,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,122292,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,122304,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,122400,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,122400,USD,US,On site,US,M
2025,Executive,FT,Data Scientist,122500,USD,US,Fully Remote,US,M
2025,Junior,FT,Data Scientist,122800,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,123000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,123000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123200,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,123203,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123224,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,123302,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,123400,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,123500,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,123500,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,123500,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,123500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123600,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123600,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,123700,USD,US,Fully Remote,US,M
2025,Junior,FT,Data Scientist,123700,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,123700,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,123800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123810,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123900,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,123908,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,124000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,124000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,124000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,124000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,124000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,124000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124100,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,124200,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124200,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124200,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124800,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,124800,USD,US,Fully Remote,US,M
2025,Junior,FT,Data Scientist,124800,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,124800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124940,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,124941,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Executive,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Executive,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125200,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,125200,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,125327,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,125400,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Junior,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Intermediate,FT,Data Scientist,125500,USD,US,On site,US,L
2025,Senior-level,FT,Data Scientist,125528,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125600,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125600,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125700,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125700,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,125724,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,125800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,125882,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,125882,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126100,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126100,USD,US,On site,US,M
2025,Executive,FT,Data Scientist,126100,USD,US,On site,US,M
2025,Executive,FT,Data Scientist,126100,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,126100,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,126500,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,126500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126589,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126610,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,126800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,126900,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,126900,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,127000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127000,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,127254,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127254,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,127262,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,127262,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,127400,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,127400,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,127400,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,127400,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127406,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,127600,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,127752,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,127800,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,127875,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Junior,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,Fully Remote,US,M
2025,Junior,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128250,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128300,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128350,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128398,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,128398,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128600,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128600,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128600,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,128600,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128600,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128600,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128700,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128700,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,128800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129000,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129100,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,129200,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,129200,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,129200,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,129300,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129400,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,129400,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129400,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,129500,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129639,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,129639,USD,US,Fully Remote,US,M
2025,Senior-level,FT,Data Scientist,129639,USD,US,Fully Remote,US,M
2025,Intermediate,FT,Data Scientist,129725,USD,US,On site,US,M
2025,Intermediate,FT,Data Scientist,129725,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129800,USD,US,On site,US,M
2025,Senior-level,FT,Data Scientist,129900,USD,US,On site,US,M
